Iteration_Number Randon_Choice Neighbour_Count
15477 3 4
15478 0 6
15479 3 7
15480 5 7
15481 0 6
15482 2 7
15483 0 7
15484 4 6
15485 5 7
15486 5 6
15487 5 6
15488 1 4
15489 2 4
15490 1 4
15491 3 4
15492 1 6
15493 1 6
15494 2 6
15495 2 6
15496 1 6
15497 3 6
15498 5 6
15499 5 6
15500 3 6
15501 5 6
15502 2 4
15503 2 4
15504 0 4
15505 0 4
15506 1 5
15507 0 5
15508 2 4
15509 2 4
15510 0 4
15511 1 4
15512 1 4
15513 0 4
15514 2 5
15515 1 5
15516 0 5
15517 1 4
15518 3 4
15519 2 6
15520 1 6
15521 4 6
15522 1 7
15523 2 7
15524 4 7
15525 0 7
15526 2 6
15527 4 6
15528 4 7
15529 4 7
15530 1 7
15531 2 7
15532 6 7
15533 2 5
15534 0 5
15535 2 4
15536 3 4
15537 1 4
15538 2 4
15539 1 4
15540 2 4
15541 1 4
15542 1 4
15543 1 4
15544 1 4
15545 3 4
15546 2 6
15547 5 6
15548 4 6
15549 4 7
15550 1 7
15551 2 7
15552 3 7
15553 2 7
15554 3 7
15555 6 7
15556 3 5
15557 1 5
15558 1 5
15559 1 5
15560 2 5
15561 4 5
15562 5 7
15563 3 6
15564 4 6
15565 6 7
15566 2 5
15567 5 6
15568 3 5
15569 2 5
15570 0 4
15571 2 3
15572 0 3
15573 0 3
15574 0 3
15575 2 3
15576 2 3
15577 2 3
15578 0 3
15579 2 4
15580 0 4
15581 2 4
15582 2 4
15583 1 4
15584 2 4
15585 3 4
15586 1 5
15587 3 5
15588 0 5
15589 2 5
15590 1 5
15591 3 5
15592 3 4
15593 3 5
15594 3 4
15595 0 5
15596 3 5
15597 1 4
15598 3 4
15599 1 5
15600 4 5
15601 0 5
15602 2 5
15603 1 5
15604 0 5
15605 4 5
15606 0 4
15607 3 4
15608 2 5
15609 0 5
15610 0 5
15611 2 5
15612 2 5
15613 3 5
15614 2 5
15615 0 5
15616 3 5
15617 1 5
15618 1 5
15619 0 5
15620 1 5
15621 0 5
15622 2 5
15623 0 5
15624 4 5
15625 3 5
15626 1 5
15627 2 5
15628 2 5
15629 4 5
15630 2 4
15631 2 4
15632 2 4
15633 2 4
15634 1 4
15635 3 4
15636 0 5
15637 2 5
15638 2 5
15639 4 5
15640 2 4
15641 3 4
15642 3 5
15643 3 4
15644 0 5
15645 4 5
15646 2 4
15647 1 4
15648 0 4
15649 0 4
15650 0 4
15651 1 4
15652 0 4
15653 3 4
15654 2 5
15655 2 5
15656 0 5
15657 0 5
15658 2 5
15659 0 5
15660 1 5
15661 4 5
15662 1 5
15663 0 5
15664 4 5
15665 0 4
15666 3 4
15667 3 5
15668 3 5
15669 3 5
15670 4 5
15671 3 4
15672 0 5
15673 1 5
15674 1 5
15675 3 5
15676 3 5
15677 2 5
15678 3 5
15679 0 5
15680 2 5
15681 0 5
15682 4 5
15683 4 5
15684 2 4
15685 3 4
15686 4 5
15687 4 5
15688 0 4
15689 3 4
15690 2 5
15691 0 5
15692 1 5
15693 1 5
15694 3 5
15695 1 4
15696 1 4
15697 0 4
15698 0 3
15699 0 3
15700 1 3
15701 1 4
15702 0 3
15703 2 3
15704 2 3
15705 0 3
15706 0 4
15707 2 3
15708 2 3
15709 1 3
15710 1 3
15711 1 4
15712 1 3
15713 3 4
15714 1 4
15715 3 4
15716 0 4
15717 3 4
15718 0 4
15719 3 4
15720 2 4
15721 3 5
15722 0 4
15723 0 5
15724 3 4
15725 3 4
15726 4 5
15727 1 4
15728 2 5
15729 2 5
15730 1 4
15731 0 5
15732 1 5
15733 2 5
15734 1 4
15735 4 5
15736 0 8
15737 7 8
15738 3 6
15739 2 6
15740 1 5
15741 2 4
15742 4 5
15743 2 5
15744 3 4
15745 2 4
15746 3 5
15747 0 7
15748 2 6
15749 1 5
15750 5 6
15751 1 6
15752 5 6
15753 0 6
15754 4 5
15755 1 4
15756 1 4
15757 0 4
15758 3 5
15759 4 5
15760 0 6
15761 4 5
15762 3 5
15763 0 4
15764 2 5
15765 4 5
15766 7 8
15767 4 7
15768 0 5
15769 3 4
15770 2 5
15771 4 5
15772 3 4
15773 1 5
15774 0 5
15775 1 5
15776 4 5
15777 4 5
15778 3 4
15779 0 5
15780 5 6
15781 5 6
15782 0 6
15783 0 5
15784 4 6
15785 4 5
15786 0 6
15787 3 5
15788 4 5
15789 4 5
15790 2 4
15791 0 4
15792 4 5
15793 2 6
15794 3 6
15795 1 8
15796 2 7
15797 4 7
15798 3 7
15799 4 7
15800 4 7
15801 6 7
15802 2 7
15803 4 7
15804 2 7
15805 0 7
15806 4 8
15807 4 6
15808 3 5
15809 2 3
15810 4 5
15811 5 6
15812 5 6
15813 0 5
15814 1 4
15815 3 4
15816 3 5
15817 0 4
15818 1 4
15819 3 4
15820 2 5
15821 0 5
15822 4 6
15823 3 5
15824 1 3
15825 0 3
15826 3 4
15827 0 4
15828 2 4
15829 0 4
15830 4 5
15831 1 6
15832 3 6
15833 5 6
15834 3 5
15835 6 7
15836 7 8
15837 4 7
15838 3 5
15839 3 7
15840 0 7
15841 6 7
15842 6 8
15843 1 5
15844 1 4
15845 4 5
15846 7 8
15847 2 7
15848 6 7
15849 5 8
15850 3 8
15851 3 8
15852 2 8
15853 2 8
15854 6 8
15855 3 8
15856 5 8
15857 7 8
15858 1 7
15859 3 6
15860 0 6
15861 2 7
15862 6 7
15863 4 8
15864 2 6
15865 4 6
15866 1 6
15867 4 6
15868 1 6
15869 1 6
15870 4 6
15871 0 5
15872 3 4
15873 4 5
15874 2 4
15875 3 4
15876 0 5
15877 1 6
15878 4 6
15879 3 6
15880 4 6
15881 3 5
15882 2 3
15883 0 5
15884 3 4
15885 1 5
15886 1 5
15887 2 5
15888 1 5
15889 1 5
15890 2 5
15891 1 5
15892 3 5
15893 1 4
15894 2 4
15895 3 4
15896 1 4
15897 0 4
15898 4 5
15899 0 6
15900 0 5
15901 0 6
15902 4 5
15903 1 5
15904 0 5
15905 3 6
15906 1 6
15907 3 6
15908 5 6
15909 0 5
15910 0 4
15911 3 5
15912 6 7
15913 1 8
15914 0 7
15915 2 8
15916 0 8
15917 0 8
15918 5 8
15919 5 7
15920 4 6
15921 4 7
15922 3 8
15923 7 8
15924 5 7
15925 6 7
15926 7 8
15927 3 8
15928 7 8
15929 3 7
15930 4 7
15931 3 5
15932 0 5
15933 3 4
15934 0 5
15935 0 6
15936 1 5
15937 2 5
15938 1 5
15939 3 5
15940 1 4
15941 3 4
15942 0 5
15943 4 6
15944 2 5
15945 1 5
15946 3 5
15947 0 3
15948 0 4
15949 1 3
15950 2 3
15951 3 5
15952 2 3
15953 1 5
15954 4 5
15955 0 6
15956 1 5
15957 4 5
15958 0 4
15959 0 5
15960 1 4
15961 1 4
15962 2 4
15963 0 4
15964 2 4
15965 0 4
15966 3 4
15967 1 5
15968 3 5
15969 1 5
15970 2 5
15971 0 5
15972 3 6
15973 4 6
15974 0 6
15975 0 5
15976 5 6
15977 2 5
15978 4 5
15979 5 6
15980 3 5
15981 3 5
15982 3 5
15983 3 5
15984 0 5
15985 3 4
15986 2 5
15987 0 5
15988 3 5
15989 1 4
15990 3 4
15991 2 5
15992 3 5
15993 3 4
15994 2 5
15995 3 5
15996 1 4
15997 2 4
15998 0 4
15999 1 3
16000 2 3
16001 3 5
16002 2 3
16003 2 5
16004 2 5
16005 3 5
16006 1 3
16007 1 3
16008 2 3
16009 2 5
16010 0 5
16011 1 4
16012 1 4
16013 1 4
16014 2 4
16015 0 4
16016 1 3
16017 2 3
16018 1 5
16019 3 5
16020 1 3
16021 2 3
16022 4 5
16023 4 6
16024 2 5
16025 2 5
16026 1 5
16027 2 5
16028 4 5
16029 4 6
16030 2 5
16031 4 5
16032 3 6
16033 0 6
16034 4 5
16035 3 4
16036 0 5
16037 3 5
16038 3 5
16039 2 5
16040 3 5
16041 0 4
16042 2 5
16043 4 5
16044 2 6
16045 5 6
16046 3 5
16047 2 5
16048 4 5
16049 1 6
16050 4 6
16051 0 5
16052 0 4
16053 0 5
16054 2 4
16055 0 4
16056 0 3
16057 2 3
16058 4 5
16059 0 6
16060 0 5
16061 4 6
16062 4 5
16063 1 6
16064 2 6
16065 0 6
16066 2 5
16067 4 5
16068 2 5
16069 2 5
16070 1 5
16071 0 5
16072 1 6
16073 0 6
16074 4 5
16075 0 4
16076 2 5
16077 3 5
16078 4 5
16079 1 6
16080 3 6
16081 5 6
16082 3 5
16083 2 5
16084 1 5
16085 1 5
16086 2 5
16087 3 5
16088 6 7
16089 6 8
16090 3 8
16091 5 8
16092 1 8
16093 6 7
16094 2 7
16095 4 7
16096 1 7
16097 5 8
16098 5 8
16099 5 8
16100 2 8
16101 2 8
16102 0 8
16103 4 8
16104 3 6
16105 2 8
16106 7 8
16107 2 8
16108 4 8
16109 2 6
16110 3 6
16111 1 8
16112 5 7
16113 3 7
16114 6 7
16115 2 6
16116 2 6
16117 1 6
16118 0 7
16119 5 7
16120 3 7
16121 5 7
16122 3 8
16123 1 8
16124 4 8
16125 4 8
16126 5 7
16127 3 7
16128 0 7
16129 1 7
16130 1 6
16131 2 6
16132 3 6
16133 1 6
16134 2 7
16135 0 7
16136 1 7
16137 1 6
16138 0 7
16139 3 7
16140 6 7
16141 0 6
16142 1 6
16143 1 5
16144 2 5
16145 1 5
16146 0 6
16147 0 6
16148 5 6
16149 5 7
16150 4 7
16151 3 8
16152 6 8
16153 0 8
16154 2 7
16155 4 7
16156 5 7
16157 2 7
16158 0 7
16159 0 7
16160 2 7
16161 5 7
16162 4 7
16163 0 9
16164 6 8
16165 1 7
16166 2 8
16167 7 9
16168 6 7
16169 7 9
16170 0 7
16171 5 6
16172 5 6
16173 7 8
16174 3 7
16175 4 7
16176 4 9
16177 6 8
16178 3 4
16179 1 6
16180 0 7
16181 0 7
16182 3 7
16183 0 7
16184 5 7
16185 1 5
16186 3 6
16187 0 5
16188 1 4
16189 1 4
16190 1 4
16191 1 4
16192 3 4
16193 1 4
16194 3 4
16195 2 4
16196 1 3
16197 0 3
16198 2 3
16199 0 5
16200 2 4
16201 3 4
16202 0 4
16203 4 5
16204 4 6
16205 1 6
16206 4 6
16207 1 5
16208 0 5
16209 1 4
16210 3 4
16211 1 5
16212 3 5
16213 1 4
16214 3 4
16215 2 5
16216 3 5
16217 1 4
16218 3 4
16219 4 5
16220 0 5
16221 3 5
16222 2 5
16223 1 5
16224 2 5
16225 0 5
16226 4 5
16227 0 4
16228 1 5
16229 4 5
16230 0 6
16231 2 5
16232 0 5
16233 5 6
16234 4 5
16235 2 6
16236 0 6
16237 3 5
16238 1 4
16239 0 4
16240 0 4
16241 2 5
16242 1 5
16243 2 5
16244 3 5
16245 0 3
16246 1 4
16247 2 4
16248 0 4
16249 1 3
16250 2 3
16251 4 5
16252 4 6
16253 2 6
16254 4 6
16255 0 6
16256 3 5
16257 3 5
16258 0 5
16259 3 6
16260 3 6
16261 7 8
16262 5 7
16263 2 7
16264 6 7
16265 5 8
16266 3 8
16267 7 8
16268 3 8
16269 7 8
16270 7 8
16271 5 7
16272 7 8
16273 3 7
16274 0 7
16275 2 7
16276 3 7
16277 5 7
16278 4 6
16279 6 7
16280 6 8
16281 0 7
16282 2 7
16283 3 7
16284 4 7
16285 0 9
16286 4 8
16287 0 7
16288 6 7
16289 2 8
16290 2 8
16291 7 8
16292 1 7
16293 0 6
16294 0 7
16295 2 7
16296 5 7
16297 4 7
16298 2 8
16299 0 8
16300 5 7
16301 4 7
16302 6 7
16303 2 8
16304 6 8
16305 1 8
16306 5 7
16307 5 7
16308 0 6
16309 5 7
16310 6 7
16311 2 8
16312 1 8
16313 6 7
16314 3 7
16315 2 7
16316 3 7
16317 5 7
16318 5 7
16319 4 7
16320 6 9
16321 5 9
16322 5 7
16323 2 6
16324 4 6
16325 2 5
16326 0 6
16327 1 7
16328 0 6
16329 2 7
16330 4 6
16331 4 7
16332 4 5
16333 6 8
16334 2 5
16335 2 5
16336 2 5
16337 4 5
16338 0 8
16339 1 8
16340 4 8
16341 4 8
16342 6 8
16343 2 5
16344 4 5
16345 1 8
16346 4 9
16347 2 8
16348 4 8
16349 0 9
16350 7 8
16351 1 8
16352 5 9
16353 1 7
16354 3 7
16355 4 7
16356 7 8
16357 5 7
16358 5 6
16359 3 7
16360 6 7
16361 0 6
16362 5 7
16363 2 7
16364 4 7
16365 6 7
16366 0 8
16367 2 7
16368 1 7
16369 4 7
16370 6 9
16371 7 9
16372 1 6
16373 4 5
16374 2 8
16375 1 8
16376 5 8
16377 1 7
16378 5 7
16379 2 7
16380 0 7
16381 1 8
16382 4 7
16383 6 7
16384 1 7
16385 0 7
16386 5 7
16387 2 6
16388 0 6
16389 4 6
16390 1 5
16391 0 6
16392 0 5
16393 1 5
16394 0 5
16395 0 5
16396 3 5
16397 2 6
16398 4 6
16399 3 5
16400 4 6
16401 2 5
16402 3 5
16403 4 6
16404 0 5
16405 0 5
16406 3 5
16407 1 6
16408 1 6
16409 2 6
16410 0 6
16411 5 7
16412 6 7
16413 6 8
16414 5 8
16415 5 8
16416 3 8
16417 3 8
16418 0 8
16419 5 8
16420 6 7
16421 6 7
16422 5 7
16423 1 6
16424 1 6
16425 2 6
16426 1 6
16427 4 6
16428 2 5
16429 0 6
16430 3 7
16431 0 8
16432 3 7
16433 5 7
16434 3 7
16435 2 6
16436 4 5
16437 2 5
16438 4 6
16439 2 6
16440 2 5
16441 1 6
16442 3 6
16443 1 7
16444 1 6
16445 5 6
16446 2 5
16447 1 5
16448 1 4
16449 2 4
16450 3 4
16451 1 4
16452 0 3
16453 2 4
16454 1 4
16455 1 4
16456 1 4
16457 0 4
16458 3 4
16459 2 4
16460 0 4
16461 3 4
16462 0 4
16463 0 3
16464 1 3
16465 2 3
16466 0 3
16467 1 4
16468 1 4
16469 0 5
16470 3 4
16471 1 4
16472 2 5
16473 1 5
16474 3 4
16475 2 4
16476 4 5
16477 1 4
16478 0 3
16479 2 3
16480 1 5
16481 2 4
16482 1 4
16483 2 5
16484 2 5
16485 2 5
16486 4 5
16487 2 3
16488 3 5
16489 2 5
16490 3 5
16491 0 5
16492 2 5
16493 2 5
16494 4 5
16495 1 3
16496 1 4
16497 1 3
16498 2 4
16499 3 4
16500 1 4
16501 2 4
16502 4 5
16503 2 4
16504 0 4
16505 3 4
16506 0 4
16507 0 4
16508 3 5
16509 1 5
16510 0 4
16511 2 3
16512 2 5
16513 1 5
16514 3 4
16515 2 4
16516 0 4
16517 3 4
16518 0 4
16519 1 4
16520 0 3
16521 2 3
16522 0 5
16523 4 5
16524 2 3
16525 0 5
16526 4 5
16527 0 3
16528 1 3
16529 1 3
16530 0 4
16531 4 5
16532 0 6
16533 4 5
16534 3 4
16535 0 4
16536 0 4
16537 0 4
16538 3 4
16539 1 4
16540 0 5
16541 1 6
16542 2 5
16543 3 5
16544 1 5
16545 0 5
16546 0 5
16547 3 5
16548 4 5
16549 4 5
16550 2 4
16551 2 4
16552 3 4
16553 2 5
16554 4 5
16555 2 5
16556 2 5
16557 4 5
16558 3 4
16559 4 5
16560 0 5
16561 0 5
16562 4 5
16563 4 5
16564 0 5
16565 1 5
16566 3 5
16567 3 5
16568 3 4
16569 1 5
16570 4 5
16571 1 4
16572 2 4
16573 0 4
16574 2 4
16575 2 4
16576 0 4
16577 0 4
16578 3 4
16579 4 5
16580 2 5
16581 4 5
16582 0 4
16583 1 4
16584 0 4
16585 0 4
16586 2 4
16587 2 4
16588 3 4
16589 4 5
16590 3 5
16591 3 4
16592 4 5
16593 3 4
16594 2 5
16595 1 5
16596 2 5
16597 0 5
16598 1 5
16599 2 5
16600 3 5
16601 0 4
16602 2 4
16603 3 4
16604 0 5
16605 3 5
16606 4 5
16607 3 5
16608 4 5
16609 3 4
16610 4 5
16611 1 4
16612 3 4
16613 4 5
16614 2 5
16615 1 5
16616 2 5
16617 0 5
16618 2 5
16619 4 5
16620 1 4
16621 3 4
16622 3 5
16623 4 5
16624 0 4
16625 3 4
16626 3 5
16627 1 5
16628 0 5
16629 2 5
16630 4 5
16631 2 5
16632 1 5
16633 2 5
16634 0 5
16635 2 5
16636 4 5
16637 3 4
16638 1 5
16639 1 5
16640 0 5
16641 3 5
16642 0 5
16643 0 5
16644 0 5
16645 4 5
16646 1 4
16647 0 4
16648 1 4
16649 1 4
16650 2 4
16651 2 4
16652 1 4
16653 1 4
16654 0 4
16655 0 4
16656 0 4
16657 1 4
16658 0 4
16659 3 4
16660 2 5
16661 4 5
16662 2 4
16663 2 4
16664 0 4
16665 1 4
16666 0 4
16667 0 4
16668 0 4
16669 2 4
16670 3 4
16671 3 5
16672 2 5
16673 0 5
16674 2 5
16675 3 5
16676 4 5
16677 1 5
16678 1 5
16679 3 5
16680 1 5
16681 3 5
16682 2 4
16683 3 4
16684 4 5
16685 4 5
16686 3 4
16687 4 5
16688 4 5
16689 0 4
16690 0 4
16691 1 4
16692 0 4
16693 0 4
16694 1 4
16695 1 4
16696 2 4
16697 3 4
16698 4 5
16699 1 5
16700 4 5
16701 2 5
16702 2 5
16703 4 5
16704 0 5
16705 0 5
16706 3 5
16707 2 4
16708 0 4
16709 2 4
16710 0 4
16711 3 4
16712 4 5
16713 1 4
16714 2 4
16715 2 4
16716 0 4
16717 0 4
16718 2 4
16719 1 4
16720 2 4
16721 2 4
16722 1 4
16723 2 4
16724 3 4
16725 0 5
16726 3 5
16727 1 4
16728 2 4
16729 2 4
16730 0 4
16731 1 4
16732 0 4
16733 1 4
16734 0 4
16735 3 4
16736 2 5
16737 2 5
16738 1 5
16739 2 5
16740 1 5
16741 4 5
16742 0 5
16743 2 5
16744 0 5
16745 4 5
16746 2 5
16747 1 5
16748 4 5
16749 3 4
16750 3 5
16751 0 4
16752 0 4
16753 3 4
16754 1 5
16755 0 5
16756 4 5
16757 2 4
16758 0 4
16759 2 4
16760 1 4
16761 2 4
16762 2 4
16763 0 4
16764 0 4
16765 3 4
16766 1 5
16767 2 5
16768 0 5
16769 0 5
16770 1 5
16771 3 5
16772 0 4
16773 3 4
16774 4 5
16775 2 5
16776 3 5
16777 3 4
16778 1 5
16779 0 5
16780 0 5
16781 4 5
16782 3 4
16783 2 5
16784 0 5
16785 1 5
16786 4 5
16787 2 4
16788 0 4
16789 2 4
16790 3 4
16791 1 5
16792 1 5
16793 0 5
16794 1 5
16795 2 5
16796 3 5
16797 0 5
16798 3 6
16799 3 6
16800 2 6
16801 4 5
16802 4 5
16803 2 4
16804 1 4
16805 0 4
16806 1 3
16807 0 3
16808 3 4
16809 5 6
16810 1 6
16811 2 6
16812 6 7
16813 6 7
16814 4 7
16815 5 7
16816 0 5
16817 2 5
16818 1 4
16819 2 4
16820 3 5
16821 1 5
16822 4 5
16823 1 7
16824 5 7
16825 1 5
16826 2 5
16827 2 4
16828 1 4
16829 0 4
16830 0 4
16831 3 4
16832 0 6
16833 4 6
16834 3 4
16835 3 6
16836 4 6
16837 2 4
16838 4 5
16839 0 7
16840 0 7
16841 6 7
16842 5 6
16843 1 7
16844 4 7
16845 1 7
16846 4 7
16847 1 8
16848 1 7
16849 0 7
16850 2 7
16851 1 7
16852 6 7
16853 3 8
16854 6 7
16855 0 4
16856 1 4
16857 0 5
16858 0 5
16859 3 5
16860 4 6
16861 0 5
16862 4 5
16863 4 6
16864 5 6
16865 4 6
16866 2 6
16867 5 6
16868 1 5
16869 2 5
16870 4 5
16871 4 6
16872 1 6
16873 3 6
16874 5 6
16875 4 5
16876 5 6
16877 4 5
16878 2 6
16879 1 6
16880 3 6
16881 1 6
16882 2 6
16883 0 6
16884 3 6
16885 2 6
16886 5 6
16887 3 5
16888 3 5
16889 0 5
16890 0 5
16891 2 5
16892 4 5
16893 0 6
16894 5 6
16895 3 5
16896 1 5
16897 2 5
16898 3 5
16899 2 5
16900 2 5
16901 0 5
16902 2 5
16903 1 5
16904 2 5
16905 2 5
16906 3 5
16907 2 8
16908 1 8
16909 0 8
16910 5 8
16911 3 7
16912 6 7
16913 2 6
16914 3 6
16915 4 6
16916 0 7
16917 2 7
16918 4 7
16919 6 7
16920 0 8
16921 0 7
16922 3 7
16923 7 8
16924 3 9
16925 7 8
16926 6 7
16927 2 7
16928 4 7
16929 5 6
16930 3 7
16931 0 7
16932 0 7
16933 6 7
16934 5 6
16935 3 7
16936 1 7
16937 4 7
16938 5 7
16939 6 8
16940 2 5
16941 4 5
16942 4 6
16943 3 7
16944 6 7
16945 4 8
16946 1 8
16947 6 8
16948 1 5
16949 4 5
16950 5 6
16951 1 5
16952 0 5
16953 1 5
16954 2 5
16955 1 5
16956 3 5
16957 3 5
16958 4 5
16959 1 5
16960 1 5
16961 0 5
16962 0 5
16963 0 5
16964 1 5
16965 2 5
16966 2 5
16967 1 5
16968 4 5
16969 0 6
16970 5 6
16971 2 5
16972 4 5
16973 4 6
16974 4 6
16975 3 6
16976 5 6
16977 2 5
16978 4 5
16979 1 6
16980 2 6
16981 3 6
16982 4 6
16983 4 6
16984 2 6
16985 0 6
16986 5 6
16987 1 5
16988 0 5
16989 3 5
16990 0 8
16991 0 8
16992 7 8
16993 3 7
16994 3 7
16995 0 7
16996 2 7
16997 6 7
16998 5 8
16999 5 7
17000 5 8
17001 1 7
17002 5 7
17003 3 7
17004 5 7
17005 7 8
17006 3 7
17007 2 7
17008 6 7
17009 7 8
17010 0 7
17011 2 7
17012 2 7
17013 5 7
17014 0 6
17015 3 6
17016 5 8
17017 7 9
17018 7 8
17019 3 7
17020 6 7
17021 4 7
17022 6 9
17023 3 9
17024 7 9
17025 4 8
17026 2 8
17027 7 8
17028 7 9
17029 3 8
17030 3 8
17031 6 8
17032 8 9
17033 3 8
17034 5 8
17035 6 8
17036 0 9
17037 2 10
17038 1 10
17039 6 9
17040 3 7
17041 3 7
17042 5 7
17043 7 9
17044 8 9
17045 7 8
17046 1 9
17047 7 9
17048 2 8
17049 0 8
17050 3 8
17051 5 8
17052 3 7
17053 5 7
17054 3 8
17055 0 7
17056 5 7
17057 5 7
17058 4 7
17059 0 7
17060 0 7
17061 4 8
17062 6 7
17063 0 7
17064 2 7
17065 5 6
17066 4 8
17067 1 9
17068 5 8
17069 0 6
17070 4 6
17071 1 8
17072 6 8
17073 6 7
17074 2 8
17075 6 7
17076 5 6
17077 3 7
17078 4 8
17079 6 7
17080 5 7
17081 4 7
17082 1 7
17083 6 7
17084 2 5
17085 0 5
17086 2 4
17087 1 4
17088 3 4
17089 3 6
17090 2 6
17091 5 6
17092 3 4
17093 0 6
17094 4 7
17095 2 7
17096 0 7
17097 3 6
17098 5 6
17099 3 4
17100 2 6
17101 3 6
17102 0 6
17103 2 7
17104 3 7
17105 2 7
17106 5 7
17107 0 3
17108 3 4
17109 5 6
17110 0 4
17111 4 5
17112 1 7
17113 0 7
17114 1 6
17115 0 6
17116 2 6
17117 0 6
17118 3 7
17119 0 7
17120 1 6
17121 5 6
17122 2 4
17123 3 4
17124 3 6
17125 4 6
17126 1 4
17127 2 4
17128 1 4
17129 0 4
17130 0 3
17131 2 4
17132 2 4
17133 3 4
17134 5 6
17135 0 4
17136 2 4
17137 3 4
17138 1 4
17139 1 3
17140 2 4
17141 1 4
17142 3 4
17143 4 6
17144 1 4
17145 2 4
17146 3 4
17147 2 6
17148 1 6
17149 3 6
17150 4 6
17151 2 4
17152 1 4
17153 2 4
17154 1 4
17155 0 4
17156 1 3
17157 0 3
17158 3 4
17159 5 6
17160 2 6
17161 2 6
17162 3 6
17163 4 6
17164 2 4
17165 3 4
17166 5 6
17167 0 4
17168 3 5
17169 6 7
17170 3 7
17171 6 7
17172 5 7
17173 5 7
17174 0 7
17175 2 7
17176 6 7
17177 1 7
17178 5 6
17179 1 6
17180 6 7
17181 2 7
17182 4 7
17183 0 5
17184 1 4
17185 0 4
17186 3 5
17187 1 5
17188 2 5
17189 2 5
17190 4 5
17191 3 7
17192 4 7
17193 2 7
17194 5 7
17195 2 3
17196 5 7
17197 1 3
17198 1 3
17199 0 3
17200 2 4
17201 0 4
17202 1 3
17203 0 3
17204 1 3
17205 2 3
17206 4 7
17207 4 7
17208 5 7
17209 2 3
17210 6 7
17211 0 5
17212 3 4
17213 2 6
17214 1 6
17215 2 6
17216 5 6
17217 2 6
17218 4 6
17219 3 4
17220 2 6
17221 4 6
17222 1 6
17223 2 6
17224 2 6
17225 0 6
17226 4 7
17227 1 7
17228 1 7
17229 5 7
17230 2 3
17231 2 7
17232 4 7
17233 3 7
17234 6 7
17235 2 5
17236 1 5
17237 2 5
17238 1 5
17239 4 5
17240 4 7
17241 0 7
17242 3 6
17243 2 6
17244 0 6
17245 4 7
17246 6 7
17247 6 7
17248 5 7
17249 2 3
17250 3 7
17251 0 7
17252 6 7
17253 1 7
17254 4 6
17255 1 6
17256 5 6
17257 2 6
17258 0 6
17259 1 7
17260 5 6
17261 2 6
17262 2 6
17263 1 6
17264 6 7
17265 6 7
17266 3 7
17267 3 7
17268 3 7
17269 6 7
17270 6 7
17271 5 7
17272 6 7
17273 0 7
17274 4 7
17275 1 7
17276 1 7
17277 3 7
17278 4 7
17279 0 7
17280 3 6
17281 5 6
17282 1 6
17283 1 6
17284 5 6
17285 3 6
17286 2 6
17287 0 6
17288 0 7
17289 1 6
17290 2 6
17291 2 6
17292 4 6
17293 0 4
17294 0 3
17295 0 4
17296 2 3
17297 0 7
17298 3 6
17299 5 6
17300 3 6
17301 3 6
17302 1 6
17303 2 6
17304 1 6
17305 1 6
17306 2 6
17307 1 6
17308 1 6
17309 0 6
17310 1 6
17311 3 6
17312 5 6
17313 2 4
17314 3 4
17315 4 6
17316 2 4
17317 1 4
17318 1 5
17319 0 4
17320 1 4
17321 1 4
17322 4 5
17323 3 5
17324 3 5
17325 0 5
17326 3 4
17327 0 4
17328 1 5
17329 1 4
17330 3 4
17331 4 5
17332 1 4
17333 3 4
17334 3 4
17335 3 4
17336 2 4
17337 1 4
17338 2 4
17339 3 4
17340 3 4
17341 1 5
17342 4 5
17343 0 4
17344 0 4
17345 1 4
17346 2 4
17347 1 4
17348 1 5
17349 3 4
17350 3 4
17351 0 4
17352 2 4
17353 2 4
17354 1 4
17355 1 4
17356 0 4
17357 0 4
17358 0 4
17359 1 4
17360 2 4
17361 1 4
17362 3 4
17363 4 5
17364 3 4
17365 0 4
17366 0 4
17367 0 4
17368 2 4
17369 2 4
17370 0 4
17371 3 4
17372 0 4
17373 2 4
17374 3 4
17375 2 4
17376 1 4
17377 1 4
17378 3 4
17379 3 4
17380 3 5
17381 3 4
17382 2 4
17383 2 4
17384 1 4
17385 0 5
17386 2 4
17387 1 4
17388 0 4
17389 0 4
17390 2 5
17391 0 4
17392 2 3
17393 4 7
17394 5 7
17395 0 3
17396 1 3
17397 1 3
17398 1 3
17399 1 3
17400 0 3
17401 3 4
17402 5 6
17403 2 4
17404 3 4
17405 1 6
17406 5 6
17407 3 6
17408 4 6
17409 3 6
17410 3 6
17411 1 6
17412 1 6
17413 0 6
17414 6 7
17415 0 5
17416 2 4
17417 2 4
17418 1 4
17419 3 4
17420 4 6
17421 1 6
17422 3 6
17423 4 6
17424 3 4
17425 4 6
17426 3 4
17427 1 6
17428 2 6
17429 2 6
17430 5 6
17431 0 4
17432 0 5
17433 0 4
17434 2 5
17435 1 5
17436 1 5
17437 3 5
17438 1 7
17439 5 6
17440 4 6
17441 0 6
17442 1 7
17443 0 6
17444 4 7
17445 0 7
17446 5 6
17447 0 6
17448 3 7
17449 2 7
17450 5 7
17451 0 3
17452 2 4
17453 1 4
17454 0 4
17455 2 3
17456 2 7
17457 0 7
17458 4 6
17459 3 4
17460 2 6
17461 5 6
17462 3 6
17463 4 6
17464 1 4
17465 3 4
17466 5 6
17467 2 4
17468 0 4
17469 0 5
17470 2 4
17471 3 4
17472 2 6
